"","CenterTime","SegmentID","Depth","DistToCAS","SST","EKE","NPP","x","y","Effort","Sample.Label"
"238","2004/07/21 09:42:19",238,3576.64038085938,21216.474609375,23.6529541015625,0.020652899518609,690.083557128906,390532.910599999,538147.223999999,9884.337890625,238
"239","2004/07/21 10:14:51",239,3661.3125,28974.498046875,23.9102745056152,0.0217299498617649,658.720703125,388547.609900001,528464.41,9884.337890625,239
"240","2004/07/21 10:55:41",240,3780.23217773438,26379.4375,24.2229309082031,0.0420611500740051,629.048889160156,386101.604600001,518727.1209,9884.337890625,240
"241","2004/07/21 12:13:52",241,3898.05712890625,11459.3828125,25.0833301544189,0.130700379610062,558.249389648438,382441.104899999,502839.8682,9884.337890625,241
"242","2004/07/21 13:29:12",242,4027.39233398438,995.919677734375,25.8056468963623,0.206658512353897,498.401519775391,381209.417399999,488486.5812,9884.337890625,242
"243","2004/07/21 14:09:41",243,4046.52734375,6853.61474609375,26.3288192749023,0.255763232707977,444.164459228516,379023.6109,478096.6075,9884.337890625,243
"244","2004/07/21 14:59:47",244,4087.66235351562,17711.455078125,26.9875431060791,0.308991342782974,307.504028320312,376144.933400001,466001.145099999,9884.337890625,244
"245","2004/07/21 15:47:25",245,4156.2060546875,29826.130859375,27.7145252227783,0.165529370307922,278.192993164062,372711.728,450947.794,9884.337890625,245
"246","2004/07/21 16:24:36",246,4150.578125,37706.77734375,27.842586517334,0.113752394914627,274.776458740234,366936.886,445539.834100001,9884.337890625,246
"247","2004/07/21 17:04:26",247,4064.88793945312,42435.921875,27.7340469360352,0.147447690367699,262.022552490234,357528.830200002,448507.101,9884.337890625,247
"248","2004/07/21 17:41:40",248,3997.83227539062,45589.2265625,27.6747570037842,0.226970449090004,258.992767333984,347975.5572,451028.784600001,9884.337890625,248
"249","2004/07/22 06:27:58",249,3425.29614257812,721.182983398438,25.9808120727539,0.0014877807116136,574.664733886719,176523.421799999,490388.0023,9840.4287109375,249
"250","2004/07/22 07:01:37",250,3125.66015625,5709.85546875,25.8614501953125,0.00471222866326571,568.893676757812,172573.193599999,481377.0579,9840.4287109375,250
"251","2004/07/22 07:35:21",251,3087.67602539062,11761.1953125,25.7880420684814,0.00800605397671461,495.513610839844,168310.4723,472510.079600001,9840.4287109375,251
"252","2004/07/22 08:20:10",252,3097.78491210938,18205.353515625,25.7789669036865,0.0111975753679872,446.449340820312,163185.783500001,463902.946699999,9840.4287109375,252
"253","2004/07/22 09:03:17",253,3149.5478515625,13282.6123046875,25.7823295593262,0.0246697105467319,444.365447998047,158186.8431,455247.957599999,9840.4287109375,253
"254","2004/07/22 09:34:14",254,3237.07592773438,5157.94677734375,25.7836132049561,0.0354607217013836,449.246276855469,153558.622400001,446564.1514,9840.4287109375,254
"255","2004/07/22 10:05:06",255,3314.73901367188,1874.01635742188,25.8681106567383,0.0513729713857174,474.975708007812,148982.418900002,437853.615800001,9840.4287109375,255
"256","2004/07/22 10:35:10",256,3389.05200195312,1997.94384765625,25.9498691558838,0.0707213133573532,487.404479980469,144531.026299998,429080.213099999,9840.4287109375,256
"257","2004/07/22 11:41:02",257,3442.19750976562,6521.43115234375,25.9856281280518,0.0997345373034477,485.351623535156,140384.875399999,419514.051100001,9840.4287109375,257
"258","2004/07/22 12:46:31",258,3484.36181640625,21673.5,25.9890880584717,0.142023831605911,484.709625244141,132331.688999999,405676.462300001,9840.4287109375,258
"259","2004/07/22 13:16:14",259,3499.654296875,30871.9921875,26.018440246582,0.125773057341576,476.811950683594,127560.433800001,397070.141799999,9840.4287109375,259
"260","2004/07/22 13:52:30",260,3517.0693359375,40264.27734375,26.0411548614502,0.125472575426102,463.793487548828,122311.691,388694.686899999,9840.4287109375,260
